age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,note_evaluation_precedente,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
29,1,-0.716,1,10,10,0.667,0.667,0,0.13,0,1,5,6,1,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.065,1,0.5,0,8.0
19,0,-0.839,1,1,1,0.667,1.0,0,0.25,0,0,4,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.42,1,0.5002500000000001,0,1.0
45,1,-0.43,4,7,3,0.667,0.667,1,0.19,0,1,2,7,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.054,1,0.41675,0,2.0
37,1,-0.006,1,14,14,0.333,0.667,0,0.13,0,1,2,1,3,3,11,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.0,0,0.6665000000000001,0,2.0
20,0,-0.737,1,2,2,0.333,0.667,0,0.12,0,0,2,3,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.246,1,0.25,0,1.0
44,0,-0.758,1,6,6,0.667,0.667,1,0.11,1,0,4,10,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.108,1,0.667,0,4.0
53,1,2.572,3,26,7,0.667,0.667,0,0.18,0,1,6,7,2,4,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.095,0,0.66675,0,1.4
29,1,-0.921,0,6,5,0.0,0.667,1,0.18,0,1,2,15,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.132,1,0.4165,0,2.0
22,0,-0.776,0,1,0,0.333,0.667,1,0.11,1,1,5,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.388,1,0.66675,0,0.0
46,1,2.241,8,28,26,0.667,1.0,0,0.23,0,0,2,2,3,15,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.077,0,0.3335,0,0.938
44,0,-0.895,2,6,0,0.0,0.667,0,0.13,0,0,3,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.128,1,0.8334999999999999,0,0.0
33,0,-0.617,1,5,5,0.667,0.667,0,0.13,0,1,2,2,3,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.103,1,0.66675,0,2.0
41,0,-0.934,6,5,1,0.333,0.667,0,0.17,1,1,2,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.156,1,0.0,0,0.0
30,0,-0.507,8,8,4,0.667,0.667,0,0.19,0,3,3,29,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.056,1,0.5002500000000001,0,3.0
40,0,-0.462,5,5,0,0.667,0.667,0,0.12,0,3,2,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.077,1,0.58325,0,0.0
50,1,2.412,2,32,2,0.667,1.0,0,0.22,0,1,3,2,3,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.073,0,0.5835,0,0.667
28,0,-0.703,1,6,6,0.333,0.667,0,0.12,0,3,2,19,4,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.1,1,0.5835,0,1.25
46,0,2.673,5,25,4,0.667,0.667,0,0.11,0,1,2,15,2,0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.103,0,0.5,0,2.0
35,0,0.523,3,15,7,0.667,0.667,1,0.15,0,3,2,17,4,1,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.033,0,0.5835,0,3.5
24,1,-0.912,1,1,1,0.667,0.667,0,0.13,1,1,3,17,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.456,1,0.33325,0,0.0
33,1,-0.417,1,10,10,0.667,0.667,0,0.12,0,1,3,25,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.038,0,0.33325,0,7.0
36,0,-0.799,1,7,7,0.0,0.667,0,0.14,0,1,4,6,4,1,7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.1,1,0.667,0,3.5
30,0,-0.64,1,10,10,0.667,0.667,0,0.13,0,3,4,7,4,8,9,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.058,1,0.41675,0,0.778
44,0,-0.417,1,20,20,0.667,1.0,0,0.25,0,0,3,29,4,13,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.02,0,0.75,0,0.786
20,0,-0.813,1,2,2,1.0,0.667,0,0.17,0,0,2,21,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.271,1,0.8334999999999999,0,0.333
46,0,0.186,2,12,6,0.667,0.667,0,0.11,0,1,3,2,4,1,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.014,0,0.75,0,1.5
42,0,-0.049,7,10,4,1.0,0.667,0,0.16,0,1,3,2,5,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.004,0,0.5,0,3.0
60,0,-0.273,0,12,11,1.0,0.667,1,0.18,0,1,3,7,4,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.021,0,0.58325,0,3.5
32,1,-0.799,1,2,2,0.333,1.0,0,0.2,0,1,2,13,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.266,1,0.5835,0,0.667
32,1,-0.32,4,10,8,0.667,0.667,1,0.14,0,0,2,2,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.029,0,0.8334999999999999,0,7.0
36,1,0.797,2,17,7,0.0,1.0,1,0.21,0,1,2,1,3,7,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.044,0,0.5002500000000001,0,0.875
33,0,-0.791,0,15,14,0.667,0.667,0,0.13,0,1,5,9,3,4,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.049,0,0.5,0,2.0
40,1,0.074,7,7,5,0.333,0.667,0,0.12,0,1,2,10,3,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.009,0,0.49975,0,0.5
25,0,-0.33,0,5,4,0.667,0.667,0,0.14,0,0,4,10,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.055,1,0.66675,0,1.5
30,0,-0.621,0,12,11,0.667,1.0,1,0.21,0,1,2,1,3,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.048,0,0.5,0,1.5
42,1,1.421,3,20,1,0.667,0.667,1,0.17,0,0,6,26,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.068,0,0.3335,0,0.0
35,1,0.823,4,16,13,0.333,0.667,1,0.11,0,1,6,8,2,4,12,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.048,0,0.58325,0,0.4
27,0,-0.907,1,9,9,0.667,0.667,1,0.14,0,2,3,14,3,6,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.091,1,0.33325,0,1.0
54,1,0.85,7,33,5,0.667,0.667,0,0.17,0,1,2,1,4,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.025,0,0.41675,0,2.0
44,1,-0.954,1,10,10,1.0,0.667,0,0.13,0,1,5,2,1,7,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.087,1,0.66675,0,0.625
19,1,-0.987,1,1,1,0.333,1.0,1,0.25,1,0,2,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.494,1,0.4165,0,1.0
29,1,-0.583,1,3,3,0.667,0.667,0,0.15,0,3,5,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.146,1,0.41675,0,1.0
54,0,2.396,3,36,10,0.667,0.667,0,0.14,0,0,2,3,3,0,9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.065,0,0.66675,0,9.0
31,0,0.07,1,6,6,0.667,0.667,1,0.12,0,0,2,11,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.01,0,0.5,0,5.0
31,1,0.066,1,10,10,0.333,0.667,0,0.19,0,0,2,24,3,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.006,0,0.41675,0,4.5
59,1,-0.283,5,13,6,0.333,0.667,0,0.17,0,0,2,3,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.02,0,0.8334999999999999,0,1.0
43,0,2.813,3,25,8,0.0,0.667,0,0.14,0,1,2,3,3,0,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.108,0,0.66675,0,7.0
49,0,2.594,2,23,1,0.333,0.667,0,0.13,0,1,2,4,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.108,0,0.5835,0,0.0
36,0,-0.597,1,12,11,0.667,0.667,0,0.12,0,0,2,3,3,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.046,0,0.5,0,10.0
48,0,-0.838,5,7,1,1.0,0.667,0,0.11,0,0,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.105,1,0.58325,0,0.0
27,0,-0.847,1,5,5,0.667,0.667,0,0.11,0,3,2,4,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.141,1,0.41675,0,3.0
29,0,0.026,1,6,6,0.667,0.667,1,0.11,0,2,2,7,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.004,0,0.66675,0,0.0
48,0,2.499,6,25,1,0.333,0.667,0,0.12,0,0,3,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.096,0,0.91675,0,0.0
29,1,2.044,3,9,7,0.333,0.667,0,0.14,0,2,2,1,3,1,7,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.204,0,0.6665000000000001,0,3.5
34,1,-0.832,0,2,1,1.0,0.667,0,0.17,0,0,5,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.277,1,0.6667500000000001,0,0.0
44,0,2.488,7,26,22,0.667,0.667,0,0.11,0,1,5,5,3,3,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.092,0,0.5,0,2.25
33,0,0.399,0,10,9,1.0,0.667,1,0.14,0,2,3,10,5,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.036,0,0.8334999999999999,0,8.0
19,1,-0.746,1,1,1,1.0,0.667,1,0.12,0,0,2,25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.373,1,0.75,0,0.0
23,0,-1.122,1,1,1,0.667,1.0,0,0.22,0,1,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.561,1,0.8334999999999999,0,0.0
25,0,-1.144,1,1,1,0.0,0.667,1,0.14,1,0,4,24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-0.572,1,0.8334999999999999,0,0.0
26,0,-0.771,1,8,8,0.667,1.0,1,0.2,0,0,2,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.086,1,0.58325,0,1.667
45,1,2.618,2,26,24,0.0,0.667,1,0.16,1,0,2,2,3,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.097,0,0.25,0,5.0
55,0,1.503,1,34,33,0.333,0.667,1,0.15,0,1,3,8,1,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.043,0,0.75,0,0.562
21,1,-0.824,1,2,2,0.333,1.0,0,0.2,1,0,2,10,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.275,1,0.3335,0,0.667
46,1,2.611,2,26,11,0.333,0.667,0,0.14,0,1,2,4,2,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.097,0,0.66675,0,4.0
34,1,-0.418,0,4,3,0.667,0.667,1,0.12,0,0,3,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.084,1,0.5835,0,2.0
51,0,2.835,4,31,29,0.667,1.0,1,0.24,0,1,5,9,3,11,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.089,0,0.4165,0,0.833
59,0,0.852,6,25,9,0.667,0.667,0,0.12,0,0,6,18,4,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.033,0,0.83325,0,1.167
34,1,-0.437,4,15,11,0.667,0.667,0,0.13,0,2,2,19,3,5,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.027,0,0.66675,0,1.333
28,0,-0.924,0,5,4,0.667,0.667,1,0.11,0,0,2,1,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.154,1,0.6667500000000001,0,2.0
44,0,2.696,1,26,25,1.0,0.667,0,0.14,0,2,4,4,2,14,13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.1,0,0.5,0,0.6
34,0,-0.428,4,14,10,0.333,0.667,0,0.11,0,2,5,11,3,1,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,-0.029,0,0.75,0,4.5
35,0,-0.637,0,4,3,0.667,0.667,1,0.14,0,0,3,6,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.127,1,0.7502500000000001,0,0.667
42,1,-0.878,6,18,1,1.0,0.667,1,0.16,0,0,2,7,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.046,0,0.58325,0,0.0
43,1,0.792,3,23,21,0.333,0.667,0,0.14,0,0,3,4,4,15,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.033,0,1.0,0,0.438
36,1,-0.232,9,18,16,0.667,0.667,1,0.11,0,0,2,2,4,5,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.012,0,0.66675,0,2.333
44,1,0.313,1,10,10,0.667,0.667,0,0.11,1,1,2,15,3,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.028,0,0.66675,0,7.0
28,0,-0.56,1,2,2,0.333,0.667,1,0.12,0,1,2,2,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.187,1,0.75,0,0.667
51,1,-0.779,0,8,7,0.333,0.667,0,0.14,0,0,6,6,2,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.087,1,0.4165,0,0.0
30,1,-0.384,7,10,8,0.667,0.667,1,0.18,0,0,3,9,2,1,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.035,0,0.667,0,2.0
29,1,-0.672,3,10,7,0.667,0.667,1,0.13,1,2,2,7,3,7,7,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.061,1,0.41675,0,0.875
28,0,-0.94,2,5,3,0.667,0.667,0,0.11,0,0,2,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.157,1,0.4165,0,1.0
25,1,-0.936,1,2,2,0.667,0.667,0,0.18,0,0,3,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.312,1,0.6665000000000001,0,0.667
32,0,-0.062,1,10,10,1.0,0.667,0,0.15,0,2,4,8,3,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.006,0,0.8335,0,7.0
45,1,2.456,3,22,0,0.667,1.0,0,0.22,0,0,4,25,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.107,0,0.5,0,0.0
39,1,2.257,6,21,19,0.333,0.667,1,0.13,0,2,4,13,4,15,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.103,0,0.66675,0,0.562
58,0,-0.878,1,2,2,0.667,0.667,0,0.12,0,2,3,23,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.293,1,0.5835,0,0.667
32,0,-0.344,1,10,10,0.667,0.667,0,0.18,1,1,3,7,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.031,0,0.5835,0,2.0
39,0,-0.552,0,6,5,0.667,0.667,0,0.13,1,0,2,23,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.079,1,0.3335,0,2.0
30,1,-0.399,0,10,9,0.333,0.667,0,0.12,0,1,6,6,3,6,7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.036,0,0.41675,0,0.286
36,1,0.126,3,10,7,0.667,0.667,0,0.12,0,0,0,10,4,1,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.011,0,0.5835,0,3.5
46,1,-0.654,6,10,7,0.667,0.667,0,0.12,0,0,3,1,2,5,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.059,1,0.66675,0,1.0
28,1,0.036,0,10,9,0.0,0.667,0,0.11,0,3,6,1,3,7,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.003,0,0.5835,0,1.0
50,1,2.205,4,25,3,0.667,0.667,1,0.11,0,0,2,28,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.085,0,0.5,0,1.0
40,0,0.551,2,9,5,0.333,0.667,1,0.12,1,0,2,25,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.055,0,0.66675,0,2.0
52,0,0.413,9,10,8,0.667,0.667,1,0.19,1,0,2,5,3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.038,0,0.41650000000000004,0,0.875
30,1,1.15,1,9,9,0.667,1.0,1,0.23,0,2,2,17,4,0,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.115,0,0.5,0,1.0
39,0,-0.418,0,9,8,0.667,0.667,0,0.11,0,0,6,18,2,1,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.042,0,0.3335,0,3.5
31,1,0.712,1,10,10,0.667,0.667,1,0.19,0,1,5,2,4,9,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.065,0,0.5,0,0.8
41,0,-0.075,1,19,19,0.0,0.667,0,0.13,0,0,4,10,2,11,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.004,0,0.41675,0,0.167
31,1,-0.893,1,3,3,0.667,0.667,1,0.11,1,0,2,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-0.223,1,0.58325,0,0.667
44,0,-0.88,4,10,3,0.667,0.667,0,0.12,1,0,4,3,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.08,1,0.41675,0,1.0
42,0,2.413,0,21,20,0.667,0.667,1,0.13,0,0,3,2,1,2,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.11,0,0.6667500000000001,0,2.667
55,1,2.695,4,23,19,0.0,0.667,0,0.14,0,1,5,2,2,9,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.112,0,0.8334999999999999,0,0.9
56,0,2.808,6,36,7,0.667,0.667,0,0.14,0,0,4,8,4,7,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.076,0,0.5,0,0.375
40,0,-0.629,9,6,4,0.667,0.667,0,0.16,0,1,0,16,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.09,1,0.5835,0,2.0
34,0,0.424,0,10,9,0.667,0.667,0,0.11,0,1,0,9,3,1,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.039,0,0.83325,0,3.5
40,0,-0.391,1,9,9,0.667,0.667,0,0.13,0,0,4,2,3,8,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.039,0,0.7502500000000001,0,0.889
41,1,-0.51,0,10,9,0.667,0.667,0,0.17,0,1,2,1,3,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.046,0,0.5835,0,1.5
35,0,-0.479,1,9,9,0.667,0.667,1,0.11,0,0,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.048,0,0.5835,0,3.0
51,0,1.598,1,33,33,0.667,0.667,1,0.11,0,1,2,5,3,0,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.047,0,0.5,0,9.0
38,1,0.083,3,11,7,0.667,0.667,0,0.15,0,1,3,2,2,1,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.007,0,0.5,0,3.5
34,1,-0.08,1,10,10,0.667,0.667,0,0.12,0,0,6,15,2,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.007,0,0.66675,0,0.8
25,0,-0.602,3,7,3,0.667,0.667,0,0.11,0,3,6,19,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.075,1,0.75,0,1.0
58,1,0.745,7,31,10,0.333,0.667,1,0.14,1,0,0,7,4,5,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.023,0,0.5,0,1.5
40,0,-0.875,3,7,4,0.667,1.0,0,0.22,0,1,3,1,4,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.109,1,0.5,0,2.0
36,1,-0.396,2,17,15,1.0,0.667,0,0.16,0,1,2,7,3,6,13,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.022,0,0.33325,1,1.0
48,0,0.296,1,11,10,0.667,0.667,0,0.11,0,0,2,4,3,0,8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.025,0,0.8334999999999999,0,9.0
27,1,-0.843,8,5,1,1.0,0.667,0,0.14,0,1,4,11,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.14,1,0.66675,0,0.0
51,1,1.411,3,29,5,0.333,0.667,0,0.16,0,0,1,11,2,0,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.047,0,0.49974999999999997,0,2.0
18,1,-1.039,1,0,0,0.667,0.667,0,0.15,0,0,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.039,1,0.91675,0,0.0
35,1,-0.242,0,10,9,0.333,0.667,0,0.12,0,1,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.022,0,0.75,0,7.0
27,0,-0.304,3,8,6,0.0,1.0,0,0.2,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.034,0,0.75,0,2.0
55,0,1.528,6,24,19,1.0,0.667,1,0.17,1,0,2,13,4,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.061,0,0.41675,1,1.75
56,0,1.466,4,33,19,0.667,0.667,1,0.12,0,1,0,23,3,15,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.043,0,0.5,0,1.0
34,1,-0.951,1,5,5,0.333,1.0,0,0.2,0,3,2,26,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.158,1,0.5002500000000001,0,4.0
40,1,-0.027,5,15,12,1.0,1.0,0,0.2,0,3,0,2,1,11,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.002,0,0.5,0,0.917
34,0,-0.228,4,10,8,0.667,0.667,0,0.13,0,2,1,29,3,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.021,0,0.41675,0,0.875
31,1,-0.79,7,3,1,0.333,0.667,0,0.14,1,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,-0.198,1,0.8335,0,0.0
35,1,-0.401,0,5,4,0.667,0.667,1,0.18,1,1,0,18,4,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.067,1,0.6667500000000001,0,0.5
38,0,-0.827,1,4,4,1.0,0.667,0,0.11,0,3,2,7,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.165,1,0.8334999999999999,0,2.0
34,1,0.039,1,14,14,0.667,0.667,0,0.11,0,0,2,2,4,4,11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.003,0,0.91675,0,2.2
28,0,-0.378,1,5,5,0.333,0.667,0,0.11,0,1,0,26,3,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.063,1,0.5002500000000001,0,3.0
31,0,-0.069,1,10,10,0.667,0.667,1,0.15,1,2,3,22,4,6,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.006,0,0.75,0,0.286
39,0,-0.081,3,8,5,0.333,0.667,1,0.12,0,2,2,21,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.009,0,0.75,0,2.0
51,0,0.87,2,14,4,0.667,0.667,0,0.11,0,0,5,2,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.058,0,0.41650000000000004,0,0.5
41,1,-0.22,3,12,6,0.667,0.667,1,0.14,0,2,4,22,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.017,0,0.58325,0,0.5
37,0,-0.745,7,8,6,0.667,0.667,1,0.15,0,0,2,4,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.083,1,0.7502500000000001,0,2.0
33,0,0.743,6,8,5,0.667,0.667,0,0.13,0,0,2,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.083,0,0.58325,0,2.0
32,0,-0.515,0,4,3,0.667,0.667,1,0.13,0,3,3,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.103,1,0.33325,0,1.0
39,0,0.939,3,13,6,0.667,1.0,0,0.21,0,1,2,25,2,0,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.067,0,0.5835,0,4.0
25,0,-0.058,2,6,3,1.0,0.667,0,0.11,0,0,3,18,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.008,0,0.33325,1,1.0
52,1,1.433,2,24,5,1.0,0.667,1,0.11,0,1,3,28,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0.057,0,0.58325,0,3.0
